Vendor ID,Invoice Date,Payment Amount,Vendor Category,Vendor Location,Due Date,Payment Terms,delay_days,Payment Date,is_delayed,Historical Payment Behavior,Terms_Amount_Interaction,Amount_Category,is_anomaly
1,2023-07-08,14937,1,1,2023-09-13,67,11,2023-09-24,1,10.75,1000779,14937,1
1,2023-07-13,73894,0,3,2023-09-28,77,12,2023-10-10,1,10.761904761904765,5689838,0,-1
1,2023-07-18,19427,2,1,2023-08-28,41,14,2023-09-11,1,10.818181818181818,796507,38854,1
1,2023-07-19,63726,3,2,2023-09-09,52,12,2023-09-21,1,10.956521739130435,3313752,191178,1
1,2023-07-28,66249,3,2,2023-08-20,23,13,2023-09-02,1,11.0,1523727,198747,-1
1,2023-07-29,16961,3,3,2023-09-06,39,12,2023-09-18,1,11.08,661479,50883,1
1,2023-08-14,71482,0,1,2023-09-11,28,15,2023-09-26,1,11.115384615384617,2001496,0,1
1,2023-08-18,27961,2,3,2023-10-21,64,11,2023-11-01,1,11.25925925925926,1789504,55922,1
1,2023-09-14,38004,0,3,2023-09-26,12,16,2023-10-12,1,11.25,456048,0,1
1,2023-10-27,3161,0,1,2024-01-05,70,12,2024-01-17,1,11.413793103448276,221270,0,1
1,2023-11-25,70101,3,1,2023-12-12,17,16,2023-12-28,1,11.433333333333334,1191717,210303,-1
1,2023-12-01,1041,0,3,2024-01-09,39,12,2024-01-21,1,11.580645161290322,40599,0,1
1,2023-12-02,29382,3,0,2024-01-21,50,13,2024-02-03,1,11.59375,1469100,88146,1
1,2023-12-03,61696,1,3,2024-02-04,63,11,2024-02-15,1,11.636363636363637,3886848,61696,1
1,2023-12-21,4616,3,3,2024-04-03,104,7,2024-04-10,1,11.617647058823527,480064,13848,-1
1,2023-12-27,70219,0,1,2024-03-28,92,11,2024-04-08,1,11.485714285714286,6460148,0,1
1,2024-02-23,66184,1,0,2024-06-22,120,10,2024-07-02,1,11.47222222222222,7942080,66184,-1
1,2024-02-25,54614,2,1,2024-04-13,48,12,2024-04-25,1,11.432432432432432,2621472,109228,1
1,2024-02-26,49657,2,2,2024-04-13,47,12,2024-04-25,1,11.447368421052632,2333879,99314,1
1,2024-03-08,29874,0,2,2024-04-06,29,15,2024-04-21,1,11.461538461538462,866346,0,1
1,2024-04-07,30710,2,0,2024-07-04,88,10,2024-07-14,1,11.55,2702480,61420,1
1,2024-04-23,5629,1,2,2024-08-06,105,6,2024-08-12,1,11.51219512195122,591045,5629,1
1,2024-04-24,71607,2,1,2024-06-07,44,15,2024-06-22,1,11.38095238095238,3150708,143214,1
1,2024-04-28,14413,1,2,2024-07-07,70,11,2024-07-18,1,11.465116279069768,1008910,14413,1
1,2024-05-28,12617,0,2,2024-06-26,29,14,2024-07-10,1,11.454545454545457,365893,0,1
1,2024-05-28,1381,1,2,2024-07-03,36,13,2024-07-16,1,11.511111111111113,49716,1381,1
1,2024-06-14,49854,1,0,2024-08-30,77,13,2024-09-12,1,11.543478260869565,3838758,49854,1
1,2024-06-14,32391,2,1,2024-07-11,27,15,2024-07-26,1,11.574468085106384,874557,64782,1
1,2024-06-19,63205,2,0,2024-08-18,60,11,2024-08-29,1,11.645833333333334,3792300,126410,1
1,2024-07-09,52957,3,3,2024-09-21,74,11,2024-10-02,1,11.63265306122449,3918818,158871,1
1,2024-07-19,28143,2,3,2024-09-04,47,12,2024-09-16,1,11.62,1322721,56286,1
1,2024-07-21,73686,2,3,2024-08-07,17,13,2024-08-20,1,11.627450980392156,1252662,147372,-1
1,2024-07-25,3810,1,1,2024-08-14,20,15,2024-08-29,1,11.653846153846152,76200,3810,1
1,2024-08-17,71723,0,3,2024-08-25,8,16,2024-09-10,1,11.716981132075473,573784,0,-1
1,2024-08-26,2597,1,3,2024-11-02,68,9,2024-11-11,1,11.796296296296296,176596,2597,1
1,2024-08-28,11921,2,2,2024-09-13,16,15,2024-09-28,1,11.745454545454546,190736,23842,1
1,2024-09-24,70006,0,1,2024-12-26,93,13,2025-01-08,1,11.803571428571429,6510558,0,1
1,2024-09-29,6418,1,1,2024-11-22,54,12,2024-12-04,1,11.824561403508772,346572,6418,1
1,2024-10-12,38606,2,2,2024-12-31,80,9,2025-01-09,1,11.827586206896552,3088480,77212,1
1,2024-10-24,44023,1,1,2024-12-28,65,13,2025-01-10,1,11.779661016949152,2861495,44023,1
1,2024-10-26,58221,0,3,2024-11-30,35,13,2024-12-13,1,11.8,2037735,0,1
1,2024-10-28,33912,0,1,2024-12-24,57,12,2025-01-05,1,11.81967213114754,1932984,0,1
1,2024-11-09,46354,1,3,2024-11-27,18,16,2024-12-13,1,11.82258064516129,834372,46354,1
1,2024-11-17,28804,0,3,2024-11-27,10,15,2024-12-12,1,11.88888888888889,288040,0,1
1,2024-11-28,36143,3,0,2025-03-24,116,8,2025-04-01,1,11.9375,4192588,108429,1
1,2024-12-02,64953,0,2,2025-02-15,75,10,2025-02-25,1,11.876923076923076,4871475,0,1
1,2024-12-11,1966,1,2,2025-03-16,95,8,2025-03-24,1,11.848484848484848,186770,1966,1
1,2024-12-31,56206,1,2,2025-01-09,9,16,2025-01-25,1,11.791044776119405,505854,56206,1
2,2023-01-03,11015,2,0,2023-03-10,66,11,2023-03-21,1,0.0,726990,22030,-1
2,2023-01-26,40175,0,1,2023-05-15,109,9,2023-05-24,1,11.0,4379075,0,1
2,2023-02-11,11771,3,0,2023-05-21,99,8,2023-05-29,1,10.0,1165329,35313,-1
2,2023-02-15,40664,2,3,2023-05-26,100,7,2023-06-02,1,9.333333333333334,4066400,81328,-1
2,2023-02-19,74929,3,2,2023-05-16,86,11,2023-05-27,1,8.75,6443894,224787,-1
2,2023-03-09,18126,2,3,2023-06-06,89,8,2023-06-14,1,9.2,1613214,36252,1
2,2023-03-22,57767,3,2,2023-07-04,104,8,2023-07-12,1,9.0,6007768,173301,-1
2,2023-03-29,30091,1,0,2023-04-13,15,17,2023-04-30,1,8.857142857142858,451365,30091,-1
2,2023-04-18,33734,3,3,2023-07-11,84,10,2023-07-21,1,9.875,2833656,101202,-1
2,2023-04-19,21077,2,0,2023-06-01,43,13,2023-06-14,1,9.88888888888889,906311,42154,1
2,2023-04-20,73738,2,0,2023-07-27,98,11,2023-08-07,1,10.2,7226324,147476,-1
2,2023-05-06,64797,1,0,2023-06-14,39,14,2023-06-28,1,10.272727272727272,2527083,64797,1
2,2023-05-26,67914,0,3,2023-07-28,63,13,2023-08-10,1,10.583333333333334,4278582,0,-1
2,2023-05-29,48778,3,2,2023-06-21,23,15,2023-07-06,1,10.76923076923077,1121894,146334,1
2,2023-06-02,42773,1,2,2023-08-12,71,11,2023-08-23,1,11.071428571428571,3036883,42773,1
2,2023-07-20,45034,3,3,2023-08-10,21,15,2023-08-25,1,11.066666666666666,945714,135102,1
2,2023-07-24,23855,0,1,2023-10-13,81,10,2023-10-23,1,11.3125,1932255,0,1
2,2023-08-08,51530,0,2,2023-09-28,51,15,2023-10-13,1,11.235294117647058,2628030,0,1
2,2023-08-10,30295,0,1,2023-11-10,92,13,2023-11-23,1,11.444444444444445,2787140,0,1
2,2023-08-25,11394,2,3,2023-10-05,41,12,2023-10-17,1,11.526315789473683,467154,22788,1
2,2023-09-01,55732,3,3,2023-10-24,53,12,2023-11-05,1,11.55,2953796,167196,1
2,2023-09-17,25707,1,3,2023-10-04,17,15,2023-10-19,1,11.571428571428571,437019,25707,1
2,2023-09-18,57448,1,1,2023-11-14,57,14,2023-11-28,1,11.727272727272728,3274536,57448,1
2,2023-09-19,72107,0,3,2023-10-01,12,18,2023-10-19,1,11.826086956521738,865284,0,-1
2,2023-09-20,31406,1,1,2023-12-09,80,13,2023-12-22,1,12.083333333333334,2512480,31406,1
2,2023-10-10,47047,1,3,2023-10-26,16,16,2023-11-11,1,12.12,752752,47047,1
2,2023-10-11,48342,3,0,2023-11-06,26,15,2023-11-21,1,12.26923076923077,1256892,145026,1
2,2023-10-18,66164,0,3,2023-11-14,27,15,2023-11-29,1,12.37037037037037,1786428,0,1
2,2023-10-27,13362,2,0,2023-11-22,26,15,2023-12-07,1,12.464285714285714,347412,26724,1
2,2023-10-27,73880,3,0,2023-12-06,40,15,2023-12-21,1,12.551724137931034,2955200,221640,-1
2,2023-11-03,43571,1,2,2023-12-20,47,13,2024-01-02,1,12.633333333333333,2047837,43571,1
2,2023-11-06,63167,3,1,2024-01-22,77,12,2024-02-03,1,12.64516129032258,4863859,189501,1
2,2023-11-24,1224,1,1,2023-12-24,30,13,2024-01-06,1,12.625,36720,1224,1
2,2023-11-26,9932,1,2,2023-12-24,28,13,2024-01-06,1,12.636363636363637,278096,9932,1
2,2023-11-27,36907,0,0,2024-03-02,96,11,2024-03-13,1,12.647058823529411,3543072,0,1
2,2023-12-10,61049,1,2,2024-01-12,33,14,2024-01-26,1,12.6,2014617,61049,1
2,2023-12-22,19198,0,1,2024-02-14,54,11,2024-02-25,1,12.63888888888889,1036692,0,1
2,2023-12-24,22462,1,3,2024-01-19,26,14,2024-02-02,1,12.594594594594597,584012,22462,1
2,2024-01-22,60777,0,3,2024-04-13,82,10,2024-04-23,1,12.63157894736842,4983714,0,1
2,2024-01-24,68938,1,3,2024-02-12,19,16,2024-02-28,1,12.564102564102564,1309822,68938,1
2,2024-01-25,26051,0,1,2024-04-15,81,10,2024-04-25,1,12.65,2110131,0,1
2,2024-01-26,51260,1,3,2024-03-21,55,13,2024-04-03,1,12.585365853658535,2819300,51260,1
2,2024-01-28,45488,0,3,2024-05-07,100,8,2024-05-15,1,12.595238095238097,4548800,0,1
2,2024-02-08,18214,0,3,2024-05-11,93,9,2024-05-20,1,12.488372093023257,1693902,0,1
2,2024-02-16,66423,1,0,2024-03-12,25,15,2024-03-27,1,12.409090909090908,1660575,66423,1
2,2024-03-08,66312,3,3,2024-04-25,48,13,2024-05-08,1,12.466666666666669,3182976,198936,-1
2,2024-03-15,29006,2,0,2024-05-07,53,14,2024-05-21,1,12.478260869565217,1537318,58012,1
2,2024-03-29,29904,2,0,2024-07-11,104,8,2024-07-19,1,12.51063829787234,3110016,59808,1
2,2024-04-08,23575,0,2,2024-07-11,94,10,2024-07-21,1,12.416666666666666,2216050,0,1
2,2024-04-09,32165,2,0,2024-05-07,28,14,2024-05-21,1,12.36734693877551,900620,64330,1
2,2024-04-13,2544,1,0,2024-05-18,35,15,2024-06-02,1,12.4,89040,2544,1
2,2024-04-15,52177,2,2,2024-05-13,28,12,2024-05-25,1,12.450980392156865,1460956,104354,1
2,2024-04-20,56742,0,1,2024-07-01,72,12,2024-07-13,1,12.442307692307692,4085424,0,1
2,2024-04-20,39174,2,1,2024-04-29,9,14,2024-05-13,1,12.433962264150944,352566,78348,1
2,2024-04-23,48466,2,1,2024-05-24,31,12,2024-06-05,1,12.462962962962964,1502446,96932,1
2,2024-05-17,24102,1,3,2024-07-13,57,12,2024-07-25,1,12.454545454545457,1373814,24102,1
2,2024-05-18,2410,2,0,2024-09-10,115,7,2024-09-17,1,12.446428571428571,277150,4820,-1
2,2024-06-12,65347,2,0,2024-08-17,66,12,2024-08-29,1,12.350877192982455,4312902,130694,1
2,2024-07-01,72663,2,0,2024-10-23,114,7,2024-10-30,1,12.344827586206897,8283582,145326,-1
2,2024-07-28,7818,0,2,2024-08-06,9,17,2024-08-23,1,12.254237288135592,70362,0,1
2,2024-07-29,22969,3,0,2024-09-18,51,11,2024-09-29,1,12.333333333333334,1171419,68907,1
2,2024-07-30,23374,2,2,2024-10-07,69,10,2024-10-17,1,12.311475409836063,1612806,46748,1
2,2024-08-25,45115,1,0,2024-10-24,60,13,2024-11-06,1,12.274193548387096,2706900,45115,1
2,2024-09-10,8529,3,3,2024-10-03,23,13,2024-10-16,1,12.285714285714286,196167,25587,1
2,2024-09-17,51870,1,3,2024-11-12,56,11,2024-11-23,1,12.296875,2904720,51870,1
2,2024-09-24,20012,0,3,2024-12-21,88,8,2024-12-29,1,12.276923076923078,1761056,0,1
2,2024-10-02,17405,2,3,2025-01-22,112,7,2025-01-29,1,12.212121212121213,1949360,34810,1
2,2024-10-30,47321,1,3,2025-01-20,82,9,2025-01-29,1,12.134328358208956,3880322,47321,1
2,2024-12-09,31420,1,0,2024-12-21,12,18,2025-01-08,1,12.088235294117649,377040,31420,1
2,2024-12-13,55043,2,2,2025-01-16,34,14,2025-01-30,1,12.173913043478262,1871462,110086,1
3,2023-01-10,24876,0,0,2023-03-03,52,13,2023-03-16,1,0.0,1293552,0,-1
3,2023-01-11,35379,3,0,2023-03-18,66,12,2023-03-30,1,13.0,2335014,106137,1
3,2023-01-13,27993,2,2,2023-03-28,74,11,2023-04-08,1,12.5,2071482,55986,1
3,2023-01-18,69314,3,2,2023-02-01,14,15,2023-02-16,1,12.0,970396,207942,-1
3,2023-01-19,18219,1,0,2023-02-26,38,14,2023-03-12,1,12.75,692322,18219,1
3,2023-01-21,5954,3,0,2023-04-17,86,9,2023-04-26,1,13.0,512044,17862,1
3,2023-02-02,43528,1,3,2023-02-16,14,16,2023-03-04,1,12.333333333333334,609392,43528,1
3,2023-02-11,35940,2,1,2023-05-27,105,10,2023-06-06,1,12.857142857142858,3773700,71880,1
3,2023-02-16,19740,0,3,2023-05-15,88,11,2023-05-26,1,12.5,1737120,0,1
3,2023-02-17,46907,1,2,2023-06-17,120,6,2023-06-23,1,12.333333333333334,5628840,46907,1
3,2023-02-25,63170,2,1,2023-06-08,103,9,2023-06-17,1,11.7,6506510,126340,1
3,2023-03-10,13590,1,1,2023-07-07,119,8,2023-07-15,1,11.454545454545457,1617210,13590,1
3,2023-04-04,27388,1,1,2023-06-09,66,12,2023-06-21,1,11.166666666666666,1807608,27388,1
3,2023-04-24,35629,0,2,2023-07-29,96,9,2023-08-07,1,11.23076923076923,3420384,0,1
3,2023-05-06,26163,2,3,2023-05-27,21,15,2023-06-11,1,11.071428571428571,549423,52326,1
3,2023-05-07,39345,1,0,2023-08-20,105,10,2023-08-30,1,11.333333333333334,4131225,39345,1
3,2023-05-14,6528,2,3,2023-07-21,68,12,2023-08-02,1,11.25,443904,13056,1
3,2023-05-20,55165,2,1,2023-06-09,20,14,2023-06-23,1,11.294117647058824,1103300,110330,1
3,2023-05-21,49554,0,2,2023-07-05,45,14,2023-07-19,1,11.444444444444445,2229930,0,1
3,2023-06-09,25420,0,2,2023-07-02,23,14,2023-07-16,1,11.578947368421051,584660,0,1
3,2023-06-12,10971,3,1,2023-10-06,116,7,2023-10-13,1,11.7,1272636,32913,1
3,2023-06-13,47981,2,2,2023-08-20,68,11,2023-08-31,1,11.476190476190476,3262708,95962,1
3,2023-06-26,69519,0,3,2023-07-06,10,18,2023-07-24,1,11.454545454545457,695190,0,-1
3,2023-06-29,55407,1,3,2023-09-17,80,10,2023-09-27,1,11.73913043478261,4432560,55407,1
3,2023-07-07,15110,3,2,2023-10-11,96,9,2023-10-20,1,11.666666666666666,1450560,45330,1
3,2023-07-09,40301,1,3,2023-08-03,25,14,2023-08-17,1,11.56,1007525,40301,1
3,2023-07-12,44910,0,3,2023-09-21,71,11,2023-10-02,1,11.653846153846152,3188610,0,1
3,2023-07-24,28451,2,3,2023-08-08,15,15,2023-08-23,1,11.62962962962963,426765,56902,1
3,2023-07-25,27335,2,2,2023-08-25,31,13,2023-09-07,1,11.75,847385,54670,1
3,2023-07-26,34424,1,2,2023-09-12,48,12,2023-09-24,1,11.79310344827586,1652352,34424,1
3,2023-07-31,32161,0,3,2023-09-30,61,13,2023-10-13,1,11.8,1961821,0,1
3,2023-08-02,10067,2,2,2023-10-04,63,11,2023-10-15,1,11.838709677419354,634221,20134,1
3,2023-08-06,70584,2,0,2023-08-13,7,15,2023-08-28,1,11.8125,494088,141168,-1
3,2023-08-29,74002,0,1,2023-12-16,109,9,2023-12-25,1,11.909090909090908,8066218,0,-1
3,2023-09-07,45840,2,3,2023-12-09,93,8,2023-12-17,1,11.823529411764708,4263120,91680,1
3,2023-09-30,12920,0,2,2023-11-29,60,12,2023-12-11,1,11.714285714285714,775200,0,1
3,2023-09-30,34611,0,1,2024-01-27,119,9,2024-02-05,1,11.72222222222222,4118709,0,1
3,2023-10-19,9629,3,0,2024-02-06,110,10,2024-02-16,1,11.64864864864865,1059190,28887,1
3,2023-10-23,3468,3,0,2024-01-09,78,11,2024-01-20,1,11.605263157894736,270504,10404,1
3,2023-11-17,23129,2,0,2023-12-28,41,12,2024-01-09,1,11.58974358974359,948289,46258,1
3,2023-12-11,17562,1,2,2024-02-13,64,11,2024-02-24,1,11.6,1123968,17562,1
3,2023-12-26,64051,2,0,2024-02-26,62,11,2024-03-08,1,11.585365853658535,3971162,128102,1
3,2023-12-30,54917,2,1,2024-03-31,92,10,2024-04-10,1,11.571428571428571,5052364,109834,1
3,2023-12-30,65765,1,0,2024-04-09,101,10,2024-04-19,1,11.534883720930232,6642265,65765,-1
3,2024-01-29,39170,0,3,2024-03-05,36,15,2024-03-20,1,11.5,1410120,0,1
3,2024-02-11,2948,2,3,2024-04-02,51,10,2024-04-12,1,11.577777777777778,150348,5896,1
3,2024-02-26,73351,1,2,2024-03-06,9,17,2024-03-23,1,11.543478260869565,660159,73351,1
3,2024-04-12,46754,0,1,2024-05-12,30,15,2024-05-27,1,11.659574468085106,1402620,0,1
3,2024-05-07,14568,1,1,2024-07-03,57,13,2024-07-16,1,11.729166666666666,830376,14568,1
3,2024-05-10,7814,2,2,2024-07-05,56,14,2024-07-19,1,11.755102040816327,437584,15628,1
3,2024-05-31,3863,1,0,2024-07-08,38,14,2024-07-22,1,11.8,146794,3863,1
3,2024-06-08,28659,1,0,2024-09-21,105,10,2024-10-01,1,11.84313725490196,3009195,28659,1
3,2024-06-25,42736,1,2,2024-08-25,61,13,2024-09-07,1,11.807692307692308,2606896,42736,1
3,2024-06-27,65949,1,0,2024-07-11,14,14,2024-07-25,1,11.830188679245284,923286,65949,1
3,2024-07-19,30267,3,2,2024-11-07,111,8,2024-11-15,1,11.87037037037037,3359637,90801,1
3,2024-07-29,68371,3,0,2024-10-05,68,12,2024-10-17,1,11.8,4649228,205113,-1
3,2024-08-06,62908,1,2,2024-08-20,14,18,2024-09-07,1,11.803571428571429,880712,62908,1
3,2024-08-11,6735,1,1,2024-09-15,35,12,2024-09-27,1,11.912280701754383,235725,6735,1
3,2024-08-13,20230,3,0,2024-10-09,57,14,2024-10-23,1,11.913793103448276,1153110,60690,1
3,2024-08-24,47325,2,2,2024-09-01,8,15,2024-09-16,1,11.94915254237288,378600,94650,1
3,2024-08-30,25526,1,1,2024-09-08,9,17,2024-09-25,1,12.0,229734,25526,1
3,2024-09-15,51467,0,3,2024-12-29,105,8,2025-01-06,1,12.081967213114757,5404035,0,1
3,2024-09-17,12933,3,1,2024-09-25,8,16,2024-10-11,1,12.016129032258064,103464,38799,1
3,2024-09-20,30713,1,2,2024-12-18,89,10,2024-12-28,1,12.07936507936508,2733457,30713,1
3,2024-10-01,48717,2,3,2024-11-13,43,13,2024-11-26,1,12.046875,2094831,97434,1
3,2024-10-01,25507,1,0,2024-12-23,83,11,2025-01-03,1,12.06153846153846,2117081,25507,1
3,2024-10-11,3906,2,3,2024-12-24,74,9,2025-01-02,1,12.045454545454543,289044,7812,1
3,2024-10-28,53348,0,2,2025-02-06,101,10,2025-02-16,1,12.0,5388148,0,1
3,2024-10-28,31245,3,0,2025-02-24,119,9,2025-03-05,1,11.970588235294118,3718155,93735,-1
3,2024-11-20,65606,2,3,2025-02-16,88,9,2025-02-25,1,11.92753623188406,5773328,131212,1
